2025-08-19T18:31:49,359||MOD25.09.0.001-INFO |ivr.ConfigurationAccessor|ConfigurationAccessor.initConfiguration: Entering method.
2025-08-19T18:31:49,380||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: commonConfigFolder : common_config/
2025-08-19T18:31:49,381||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: idConfigPath : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/id_config/qa//
2025-08-19T18:31:49,381||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: callendConfigPath : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/callend_config/qa//
2025-08-19T18:31:49,382||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: billingConfigPath : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/billingandpayment_config/qa//
2025-08-19T18:31:49,382||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: storeLocationConfigFolder : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/store_location_config/qa//
2025-08-19T18:31:49,382||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: callerIntentConfigPath : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/caller_intent_config/qa//
2025-08-19T18:31:49,383||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: ppvConfigPath : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/payperview_config/qa//
2025-08-19T18:31:49,383||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: appointmentConfigPath : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/appointments_config/qa//
2025-08-19T18:31:49,383||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: outageConfigPath : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/outage_config/qa//
2025-08-19T18:31:49,384||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: broadcastmessageConfigPath : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/broadcastmessage_config/qa//
2025-08-19T18:31:49,384||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: equipmentLookupConfigPath : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/equipment_lookup_config/qa//
2025-08-19T18:31:49,385||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: troubleshootingConfigPath : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/troubleshooting_config/qa//
2025-08-19T18:31:49,385||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: activationAllConfigPath : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/activation_all_config/qa//
2025-08-19T18:31:49,386||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: controllerConfigPath : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/controller_config/qa//
2025-08-19T18:31:49,387||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: outboundConfigPath : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/outbound_config/qa//
2025-08-19T18:31:49,387||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: callStartConfigPath : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/callstart_config/qa//
2025-08-19T18:31:49,387||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: dataRetrievalConfigPath : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/data_retrieval_config/qa//
2025-08-19T18:31:49,388||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: authenticationConfigPath : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/authentication_config/qa//
2025-08-19T18:31:49,388||MOD25.09.0.001-DEBUG|ivr.ConfigurationAccessor|initConfiguration: portalSpecificConfigPath : /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/portalspecific_config/qa//
2025-08-19T18:31:49,397||MOD25.09.0.001-INFO |ivr.ConfigurationManager|Loading Site ID file: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/common_config/qa///site_id.properties
2025-08-19T18:31:49,400||MOD25.09.0.001-INFO |ivr.ConfigurationManager|businessUnitTable={00=NAT, 24=81091000, 50=NAT, 51=CSGEAST, 52=CSGOHIO, 53=CSGEAST, 10=NAT, 54=NYC, 11=CSGEAST, 55=TX, 12=CSGOHIO, 56=CSGBHN, 13=CSGEAST, 57=NCHTR, 14=NYC, 58=PAC, 15=TX, 16=CSGBHN, 17=NCHTR, 18=PAC, 61=83471000, DEFAULT=NAT, 64=81091000, 21=83471000}
2025-08-19T18:31:49,400||MOD25.09.0.001-INFO |ivr.ConfigurationManager|Loading Category Code file: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/common_config/qa///category_codes.properties
2025-08-19T18:31:49,402||MOD25.09.0.001-INFO |ivr.ConfigurationManager|categoryCodeTable={Appointment=059, specmo_byod=114, DTAActivation=091, MobileDefault=208, MobileSales=203, MoveService=021, IVROutboundCollections=950, SamedayReschedule=008, OutOfFootprintMover=022, BCM_cat_code_3=103, CategoryCode76=076, BCM_cat_code_2=102, BCM_cat_code_5=105, BCM_cat_code_4=104, IVROutboundReturnedItem=999, BCM_cat_code_1=101, BCM_cat_code_0=100, Repair=011, CoreToMPAY=140, CoreToEntIT=046, MobileBilling=207, MobileRetention=206, AppointmentETA=032, eCommerce_Reschedule=051, BCM_cat_code_7=107, BCM_cat_code_6=106, PegaInternetConnectivitySRO=130, BCM_cat_code_9=109, PRIRepair=054, BCM_cat_code_8=108, MyAccountCustomerCode=024, AutoETASameDay=048, StreamingRepairTC=097, CategoryCode02=002, CategoryCode01=001, MyAccountGeneral=014, NationalBilling=069, HSIRepairTC=053, PhoneRepair=016, Downgrade=071, CableRepairTC=050, PPVRepair=044, InterCompanyMover=037, CTAC=070, SalesSupport=078, OutboundCollections=083, DSCSales=079, PegaPendingAppointmentSRO=131, CategoryCode53=053, Sales=015, HSIRepair=017, BulkMaster=047, FraudTransfer=033, BCM_cat_code_10=110, PhoneRepairTC=067, CategoryCode50=050, Xumo_Billing=035, ActivateModem=086 , CableTVAddChannels=072, ActivateGeneral=087, Sales_OptOut=052, Default=010, NewCustomerSales=080, MobileSalesUpgradeTriplePlay=205, NationalBillingForSales=089, ActivatePurchasedModem=005, SeasonalDisconnect=003, MobileSalesAcquisition=201, MajorOutage=081, Xumo_Repair=034, SmartHomeRepair=092, OutboundBilling=084, AbuseWGSuspension=031, SpecialMessageE=067, AgentAssist=030, SpecialMessageD=066, SpecialMessageC=065, ServiceChangesNoneofThose=043, SpecialMessageB=098, GetSales=077, SpecialMessageA=097, PegaPendingAppointmentTC=131, PegaSTVA=132, FiberRepair=074, eCommerce=006, Spanish=040, Collections=056, SigHome_Retention=036, ResSalesLOBUpgrade=111, HSIQuarantine=085, MobileRepair=209, DirectToSales=028, CategoryCode49=049, CategoryCode41=041, HomeSecurityRepair=045, PegaFailedPayment=134, CategoryCode290=290, StreamingTS=117, CategoryCode291=291, RSCETDAgent=296, smb_specmo_byod=114, PromiseToPay=026, CoreToMobileIT=025, ServiceChanges=019, CableTVRepair=018, ActivatePhone=042, NewRequest2=095, FutureReschedule=009, AppointmentRecovery=075, NewRequest1=094, PhoneFeatureProblems=038, NewRequest3=096, SignalLeakage=294, ManagedWifi=012, CategoryCode295=295, EtailPortal=029, CategoryCode293=293, CategoryCode298=298, NationalPayment=064, MyAccountPassword=023, CategoryCode299=299, ApptRetention=061, CategoryCode297=297, MobileServiceDelivery=210, SmartTV=082, ResSalesLOBAcquisition=112, ModemRepair=073, EarlyLifeBilling=115, ActiveAlarm=057, PPVGeneral=058, DCISales=090, NationalMoverCenter=060, DSCACQ=120, IncorrectLegacyServiceArea=062, SmartHomeSales=093, PegaInternetConnectivityTC=130, CoreToMASD=141, NationalSales=068, MobileSalesUpgradeNonTriplePlay=202, ProactiveMaintenance=292, ActivateCable=088, Billing=013, DisconnectServiceInternal=027, SigHome_Repair=004, HostedVoiceRepair=055, VIP=039, EZConnect=099, DisconnectService=020, FailPay=063, eCommerce_Upgrade=007}
2025-08-19T18:31:49,402||MOD25.09.0.001-INFO |ivr.ConfigurationManager|loading configuration from local file repository: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/common_config/qa///configurations.properties
2025-08-19T18:31:49,451||MOD25.09.0.001-WARN |ivr.CallFlowConfig|DB Config Flag Map is Empty for Config ID: CALLFLOWCOMMERCIAL with fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/common_config/qa////commercial/callflow_config.properties
2025-08-19T18:31:49,472||MOD25.09.0.001-WARN |ivr.CallFlowConfig|Null value for TIMEZONE in fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/common_config/qa////commercial/mdw/callflow_config.properties
2025-08-19T18:31:49,475||MOD25.09.0.001-WARN |ivr.CallFlowConfig|Null value for TIMEZONE in fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/common_config/qa////commercial/national/callflow_config.properties
2025-08-19T18:31:49,477||MOD25.09.0.001-WARN |ivr.CallFlowConfig|Null value for TIMEZONE in fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/common_config/qa////commercial/nbhn/callflow_config.properties
2025-08-19T18:31:49,479||MOD25.09.0.001-WARN |ivr.CallFlowConfig|Null value for TIMEZONE in fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/common_config/qa////commercial/nchtr/callflow_config.properties
2025-08-19T18:31:49,486||MOD25.09.0.001-WARN |ivr.CallFlowConfig|Null value for TIMEZONE in fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/common_config/qa////commercial/tx/callflow_config.properties
2025-08-19T18:31:49,493||MOD25.09.0.001-WARN |ivr.CallFlowConfig|DB Config Flag Map is Empty for Config ID: CALLFLOWRESIDENTIAL with fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/common_config/qa////residential/callflow_config.properties
2025-08-19T18:31:49,506||MOD25.09.0.001-WARN |ivr.CallFlowConfig|Null value for TIMEZONE in fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/common_config/qa////residential/mdw/callflow_config.properties
2025-08-19T18:31:49,512||MOD25.09.0.001-WARN |ivr.CallFlowConfig|Null value for TIMEZONE in fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/common_config/qa////residential/nbhn/callflow_config.properties
2025-08-19T18:31:49,514||MOD25.09.0.001-WARN |ivr.CallFlowConfig|Null value for TIMEZONE in fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/common_config/qa////residential/nchtr/callflow_config.properties
2025-08-19T18:31:49,522||MOD25.09.0.001-WARN |ivr.CallFlowConfig|Null value for TIMEZONE in fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/common_config/qa////residential/tx/callflow_config.properties
2025-08-19T18:31:49,544||MOD25.09.0.001-WARN |ivr.ConfigurationManager|No default CATEGORYCODE parameter defined in fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/common_config/qa///configurations.properties
2025-08-19T18:31:49,559||MOD25.09.0.001-INFO |ivr.ConfigurationManager|PortalMap[{00=RESIDENTIAL, 88=GENERICINTERCEPTFO, 01=COMMERCIAL, 89=SMBOUTBOUNDCOLLECTIONS, 02=PAYMENTPORTAL, 47=SPECMOPOCIVR, 06=OUTBOUNDCOLLECTIONS, 08=COMMERCIALDIRECTTOSALESACQ, 51=GENERICINTERCEPT, 75=OBDAY25, 54=OUTBOUNDRETURNEDITEM, 11=EASYCONNECT, 33=PLAYA-VISTA, 55=RESIDENTIALOTHERIVR, 78=BOT-TO-PAYMENT, 34=BULKTENANT, 12=MOVER, 57=COMMERCIALSALES, 13=ECOMMERCE-DIRECTDIAL, 35=RESIDENTIALDIRECTTOSALES, 36=COMMERCIALDIRECTTOSALES, 14=ECOMMERCE-IVR, 58=RESIDENTIALSSD, 15=ECOMMERCE-LANDINGPAGE, 37=MOBILEDIRECTTOSALES, 59=RESIDENTIALDSCSSD, 38=BULKMASTER, 16=ECOMMERCE-SIGNATUREHOME, 17=ECOMMERCE-PROMO, 39=ETAIL, 80=ENTTOCOREID, 81=ENTTOCORESMB, 60=ENTTOCOREIDANI, 82=ENTTOCORERESI, 40=FORMERWRITEOFF, 84=SALES, 85=DSCSALES, 41=MANAGEDWIFI, 42=CTAC, 20=OUTBOUNDCOLLECTIONS2, 86=SCSSSD}]
2025-08-19T18:31:49,561||MOD25.09.0.001-INFO |ivr.ConfigurationManager|loading configuration from local file repository: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/id_config/qa///configurations.properties
2025-08-19T18:31:49,567||MOD25.09.0.001-WARN |ivr.CallFlowConfig|DB Config Flag Map is Empty for Config ID: CALLFLOWCOMMERCIAL with fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/id_config/qa////commercial/callflow_config.properties
2025-08-19T18:31:49,586||MOD25.09.0.001-WARN |ivr.CallFlowConfig|Null value for TIMEZONE in fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/id_config/qa////commercial/nchtr/callflow_config.properties
2025-08-19T18:31:49,592||MOD25.09.0.001-WARN |ivr.CallFlowConfig|Null value for TIMEZONE in fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/id_config/qa////commercial/tx/callflow_config.properties
2025-08-19T18:31:49,595||MOD25.09.0.001-WARN |ivr.CallFlowConfig|DB Config Flag Map is Empty for Config ID: CALLFLOWRESIDENTIAL with fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/id_config/qa////residential/callflow_config.properties
2025-08-19T18:31:49,611||MOD25.09.0.001-WARN |ivr.CallFlowConfig|Null value for TIMEZONE in fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/id_config/qa////residential/nchtr/callflow_config.properties
2025-08-19T18:31:49,617||MOD25.09.0.001-WARN |ivr.CallFlowConfig|Null value for TIMEZONE in fileName: /usr/local/shared/nuance-mod-v25-09-0_qa_ncw_app-1/nuance/external_config/nuancemoddockerconfig/id_config/qa////residential/tx/callflow_config.properties
